corners,Max-Transition (ns),Unnamed: 2,Unnamed: 3,Max-capacitance(PF),Unnamed: 5,Unnamed: 6
func.min.ffgnp.0.25v_-40c.cbest_ccbest,424.0,0.6,10.0,0.0,0.0,0.0
