""
func.min.ffgnp.0.825v_-40c.cbest_ccbest
func.min.ffgnp.0.125v_-40c.cbest_ccbest
func.min.ffgnp.0.815v_-40c.cbest_ccbest
func.min.ffgnp.0.625v_-40c.cbest_ccbest
func.min.ffgnp.0.25v_-40c.cbest_ccbest
func.min.ffgnp.0.125v_-40c.cbest_ccbest
func.min.ffgnp.0.815v_-40c.cbest_ccbest
func.min.ffgnp.0.625v_-40c.cbest_ccbest
